t,y
0.0,0.0
0.003143164235707647,0.003143159060238096
0.006286328471415294,0.006286287067720245
0.009429492707122941,0.009429352969997286
0.012572656942830588,0.01257232571523362
0.015715821178538234,0.015715174252513998
0.018858985414245882,0.018857867532150272
0.022002149649953527,0.022000374505988164
0.025145313885661175,0.025142664127713998
0.028288478121368824,0.028284705353161424
0.03143164235707647,0.0314264671406181
0.03457480659278411,0.03456791845113242
0.037717970828491765,0.03770902824882009
0.04086113506419941,0.040849765501170796
0.044004299299907054,0.04399009917935478
0.047147463535614706,0.04712999825852939
0.05029062777132235,0.05026943171814557
0.053433792007029995,0.05340836854225433
0.05657695624273765,0.056546777719813215
0.05972012047844529,0.059684628244992606
0.06286328471415294,0.06282188911748207
0.06600644894986059,0.0659585293427967
0.06914961318556823,0.06909451793258313
0.07229277742127588,0.07222982390492594
0.07543594165698353,0.07536441628465354
0.07857910589269117,0.07849826410364426
0.08172227012839882,0.08163133640113233
0.08486543436410647,0.08476360222401372
0.08800859859981411,0.08789503062715187
0.09115176283552176,0.09102559067368361
0.09429492707122941,0.09415525143532459
0.09743809130693705,0.09728398199267493
0.1005812555426447,0.10041175143552472
0.10372441977835235,0.1035385288631593
0.10686758401405999,0.10666428338466463
0.11001074824976764,0.10978898411923245
0.1131539124854753,0.11291260019646535
0.11629707672118293,0.11603510075668172
0.11944024095689058,0.11915645495122076
0.12258340519259824,0.12227663194274711
0.12572656942830587,0.12539560090555552
0.12886973366401352,0.1285133310258755
0.13201289789972118,0.1316297915021756
0.13515606213542883,0.13474495154546787
0.13829922637113645,0.13785878037961183
0.1414423906068441,0.1409712472416188
0.14458555484255176,0.14408232138195554
0.1477287190782594,0.14719197206484821
0.15087188331396706,0.150300168568586
0.1540150475496747,0.15340688018582457
0.15715821178538233,0.15651207622388952
0.16030137602109,0.15961572600507962
0.16344454025679764,0.16271779886696974
0.1665877044925053,0.16581826416271395
0.16973086872821294,0.1689170912613482
0.1728740329639206,0.17201424954809297
0.17601719719962822,0.17510970842465573
0.17916036143533587,0.17820343730953322
0.18230352567104352,0.1812954056383136
0.18544668990675117,0.18438558286397838
0.18858985414245882,0.18747393845720423
0.19173301837816648,0.1905604419066646
0.1948761826138741,0.1936450627193311
0.19801934684958175,0.19672777042077488
0.2011625110852894,0.19980853455546754
0.20430567532099705,0.20288732468708218
0.2074488395567047,0.20596411039879395
0.21059200379241233,0.20903886129358054
0.21373516802811998,0.21211154699452278
0.21687833226382763,0.2151821371451043
0.22002149649953529,0.21825060140951183
0.22316466073524294,0.2213169094729346
0.2263078249709506,0.22438103104186405
0.2294509892066582,0.22744293584439296
0.23259415344236586,0.23050259363051478
0.23573731767807352,0.23355997417242208
0.23888048191378117,0.2366150472648055
0.24202364614948882,0.23966778272515207
0.24516681038519647,0.2427181503940434
0.2483099746209041,0.24576612013545354
0.25145313885661175,0.24881166183704698
0.2545963030923194,0.2518547454104758
0.25773946732802705,0.25489534079167714
0.2608826315637347,0.25793341794117025
0.26402579579944235,0.260968946844353
0.26716896003515,0.2640018975117988
0.27031212427085766,0.26703223997955255
0.2734552885065653,0.27005994430942676
0.2765984527422729,0.2730849805892974
0.27974161697798056,0.2761073189333995
0.2828847812136882,0.27912692948262213
